V1,V2,V3,V4,V5,V6,V7,Class
2,0,20,23,19,23.02,34.71,H
3,1,26,7,26,6,34.71,H
0,0,0,0,6,6,35.11,H
1,0,6,2,31,25.08,35.11,H
2,0,6,12,6,12,35.11,H
3,2,31,8,33,6.32,35.11,H
0,0,0,0,19,19,39.82,H
1,0,19,1,33,14.04,39.82,H
2,0,19,19,19,19,39.82,H
3,1,33,9,35,8.25,39.82,H
0,0,0,0,11,11,28.32,H
1,0,11,2,21,10.2,28.32,H
2,0,11,8,11,8,28.32,H
3,2,21,19,21,17,28.32,H
0,0,0,0,16,16,51.66,H
1,0,16,1,38,22.02,51.66,H
2,0,16,14,18,14.14,51.66,H
3,1,38,35,37,34.01,51.66,H
0,0,0,0,23,23,44.55,H
1,0,23,2,32,9.22,44.55,H
2,0,23,31,24,31.02,44.55,H
3,2,32,22,32,20,44.55,H
0,0,0,0,21,21,56.59,H
1,0,21,1,41,20.02,56.59,H
2,0,21,10,21,10,56.59,H
3,1,41,39,39,38.05,56.59,H
0,0,0,0,8,8,32.8,H
1,0,8,2,25,17.12,32.8,H
2,0,8,11,6,11.18,32.8,H
3,2,25,20,26,18.03,32.8,H
0,0,0,0,13,13,26.63,H
1,0,13,2,20,7.28,26.63,H
2,0,13,12,14,12.04,26.63,H
3,2,20,15,22,13.15,26.63,H
0,0,0,0,14,14,44.1,H
1,0,14,1,35,21.02,44.1,H
2,0,14,24,14,24,44.1,H
3,1,35,9,37,8.25,44.1,H
0,0,0,0,11,11,26.57,H
1,0,11,0,25,14,26.57,H
2,0,11,7,10,7.07,26.57,H
3,0,25,9,25,9,26.57,H
0,0,0,0,8,8,21.63,H
1,0,8,2,17,9.22,21.63,H
2,0,8,12,8,12,21.63,H
3,2,17,8,18,6.08,21.63,H
0,0,0,0,14,14,24.17,H
1,0,14,0,20,6,24.17,H
2,0,14,7,14,7,24.17,H
3,0,20,10,22,10.2,24.17,H
0,0,0,0,14,14,46.65,H
1,0,14,1,38,24.02,46.65,H
2,0,14,24,13,24.02,46.65,H
3,1,38,23,40,22.09,46.65,H
0,0,0,0,21,21,62.94,H
1,0,21,1,45,24.02,62.94,H
2,0,21,44,20,44.01,62.94,H
3,1,45,40,45,39,62.94,H
0,0,0,0,12,12,38.91,H
1,0,12,1,35,23.02,38.91,H
2,0,12,16,12,16,38.91,H
3,1,35,17,34,16.03,38.91,H
0,0,0,0,8,8,29.07,H
1,0,8,0,22,14,29.07,H
2,0,8,19,6,19.1,29.07,H
3,0,22,19,20,19.1,29.07,H
0,0,0,0,12,12,38.6,H
1,0,12,0,31,19,38.6,H
2,0,12,15,12,15,38.6,H
3,0,31,23,29,23.09,38.6,H
0,0,0,0,8,8,27.66,H
1,0,8,0,21,13,27.66,H
2,0,8,18,8,18,27.66,H
3,0,21,18,21,18,27.66,H
0,0,0,0,24,24,54.92,H
1,0,24,2,46,22.09,54.92,H
2,0,24,12,25,12.04,54.92,H
3,2,46,30,45,28.02,54.92,H
0,0,0,0,6,6,36.72,H
1,0,6,0,31,25,36.72,H
2,0,6,18,6,18,36.72,H
3,0,31,18,32,18.03,36.72,H
0,0,0,0,23,23,56.85,H
1,0,23,2,44,21.1,56.85,H
2,0,23,8,23,8,56.85,H
3,2,44,36,43,34.01,56.85,H
0,0,0,0,20,20,52.2,H
1,0,20,0,40,20,52.2,H
2,0,20,16,22,16.12,52.2,H
3,0,40,31,42,31.06,52.2,H
0,0,0,0,24,24,35.69,H
1,0,24,1,35,11.05,35.69,H
2,0,24,6,22,6.32,35.69,H
3,1,35,7,33,6.32,35.69,H
0,0,0,0,23,23,51.4,H
1,0,23,2,41,18.11,51.4,H
2,0,23,16,23,16,51.4,H
3,2,41,31,41,29,51.4,H
0,0,0,0,6,6,33.24,H
1,0,6,1,29,23.02,33.24,H
2,0,6,12,8,12.17,33.24,H
3,1,29,11,31,10.2,33.24,H
0,0,0,0,19,19,48.84,H
1,0,19,2,36,17.12,48.84,H
2,0,19,33,19,33,48.84,H
3,2,36,23,35,21.02,48.84,H
0,0,0,0,25,25,41.34,H
1,0,25,0,33,8,41.34,H
2,0,25,22,23,22.09,41.34,H
3,0,33,7,35,7.28,41.34,H
0,0,0,0,13,13,35,H
1,0,13,0,26,13,35,H
2,0,13,21,12,21.02,35,H
3,0,26,6,28,6.32,35,H
0,0,0,0,12,12,48.1,H
1,0,12,0,35,23,48.1,H
2,0,12,33,12,33,48.1,H
3,0,35,9,35,9,48.1,H
0,0,0,0,22,22,35.81,H
1,0,22,2,28,6.32,35.81,H
2,0,22,15,22,15,35.81,H
3,2,28,21,29,19.03,35.81,H
0,0,0,0,21,21,58.9,H
1,0,21,2,45,24.08,58.9,H
2,0,21,30,23,30.07,58.9,H
3,2,45,38,45,36,58.9,H
0,0,0,0,8,8,24.41,H
1,0,8,0,20,12,24.41,H
2,0,8,14,8,14,24.41,H
3,0,20,11,19,11.05,24.41,H
0,0,0,0,20,20,44.38,H
1,0,20,1,43,23.02,44.38,H
2,0,20,11,18,11.18,44.38,H
3,1,43,9,41,8.25,44.38,H
0,0,0,0,17,17,47.63,H
1,0,17,0,36,19,47.63,H
2,0,17,28,17,28,47.63,H
3,0,36,30,37,30.02,47.63,H
0,0,0,0,25,25,53.25,H
1,0,25,1,44,19.03,53.25,H
2,0,25,15,24,15.03,53.25,H
3,1,44,30,43,29.02,53.25,H
0,0,0,0,20,20,49.24,H
1,0,20,0,42,22,49.24,H
2,0,20,10,21,10.05,49.24,H
3,0,42,24,43,24.02,49.24,H
0,0,0,0,7,7,29.21,H
1,0,7,2,23,16.12,29.21,H
2,0,7,7,5,7.28,29.21,H
3,2,23,18,23,16,29.21,H
0,0,0,0,24,24,41.77,H
1,0,24,0,31,7,41.77,H
2,0,24,28,24,28,41.77,H
3,0,31,17,31,17,41.77,H
0,0,0,0,9,9,42.01,H
1,0,9,0,31,22,42.01,H
2,0,9,26,7,26.08,42.01,H
3,0,31,10,33,10.2,42.01,H
0,0,0,0,6,6,18.87,H
1,0,6,1,14,8.06,18.87,H
2,0,6,7,8,7.28,18.87,H
3,1,14,10,16,9.22,18.87,H
0,0,0,0,13,13,33.3,H
1,0,13,2,23,10.2,33.3,H
2,0,13,14,15,14.14,33.3,H
3,2,23,22,25,20.1,33.3,H
0,0,0,0,14,14,30.61,H
1,0,14,0,24,10,30.61,H
2,0,14,19,14,19,30.61,H
3,0,24,9,24,9,30.61,H
0,0,0,0,19,19,38.01,H
1,0,19,1,31,12.04,38.01,H
2,0,19,22,19,22,38.01,H
3,1,31,7,30,6.08,38.01,H
0,0,0,0,18,18,59.41,H
1,0,18,2,43,25.08,59.41,H
2,0,18,25,18,25,59.41,H
3,2,43,41,43,39,59.41,H
0,0,0,0,18,18,31.4,H
1,0,18,0,24,6,31.4,H
2,0,18,10,17,10.05,31.4,H
3,0,24,19,25,19.03,31.4,H
0,0,0,0,20,20,46.86,H
1,0,20,1,36,16.03,46.86,H
2,0,20,25,20,25,46.86,H
3,1,36,30,36,29,46.86,H
0,0,0,0,8,8,23.77,H
1,0,8,2,22,14.14,23.77,H
2,0,8,7,8,7,23.77,H
3,2,22,9,21,7.07,23.77,H
0,0,0,0,23,23,48.37,H
1,0,23,2,42,19.1,48.37,H
2,0,23,24,21,24.08,48.37,H
3,2,42,22,42,20,48.37,H
0,0,0,0,8,8,22.8,H
1,0,8,1,17,9.06,22.8,H
2,0,8,8,8,8,22.8,H
3,1,17,14,18,13.04,22.8,H
0,0,0,0,18,18,34.93,H
1,0,18,1,31,13.04,34.93,H
2,0,18,14,19,14.04,34.93,H
3,1,31,8,32,7.07,34.93,H
0,0,0,0,18,18,47.8,H
1,0,18,0,36,18,47.8,H
2,0,18,29,17,29.02,47.8,H
3,0,36,19,38,19.1,47.8,H
0,0,0,0,9,9,38.08,H
1,0,9,2,32,23.09,38.08,H
2,0,9,19,10,19.03,38.08,H
3,2,32,12,33,10.05,38.08,H
0,0,0,0,9,9,46.67,H
1,0,9,2,33,24.08,46.67,H
2,0,9,18,11,18.11,46.67,H
3,2,33,33,32,31.02,46.67,H
0,0,0,0,9,9,19.85,H
1,0,9,0,15,6,19.85,H
2,0,9,13,10,13.04,19.85,H
3,0,15,9,13,9.22,19.85,H
0,0,0,0,8,8,31.3,H
1,0,8,0,26,18,31.3,H
2,0,8,8,6,8.25,31.3,H
3,0,26,14,28,14.14,31.3,H
0,0,0,0,14,14,53.26,H
1,0,14,0,39,25,53.26,H
2,0,14,26,14,26,53.26,H
3,0,39,34,41,34.06,53.26,H
0,0,0,0,23,23,45.97,H
1,0,23,0,33,10,45.97,H
2,0,23,30,23,30,45.97,H
3,0,33,32,31,32.06,45.97,H
0,0,0,0,17,17,50.25,H
1,0,17,0,35,18,50.25,H
2,0,17,34,16,34.01,50.25,H
3,0,35,28,37,28.07,50.25,H
0,0,0,0,23,23,58.9,H
1,0,23,2,45,22.09,58.9,H
2,0,23,38,21,38.05,58.9,H
3,2,45,30,45,28,58.9,H
0,0,0,0,12,12,34.41,H
1,0,12,0,26,14,34.41,H
2,0,12,20,11,20.02,34.41,H
3,0,26,11,28,11.18,34.41,H
0,0,0,0,17,17,40.31,H
1,0,17,1,29,12.04,40.31,H
2,0,17,28,17,28,40.31,H
3,1,29,22,29,21,40.31,H
0,0,0,0,19,19,39.36,H
1,0,19,1,35,16.03,39.36,H
2,0,19,11,19,11,39.36,H
3,1,35,18,35,17,39.36,H
0,0,0,0,21,21,36.77,H
1,0,21,1,32,11.05,36.77,H
2,0,21,14,21,14,36.77,H
3,1,32,7,34,6.32,36.77,H
0,0,0,0,15,15,37.74,H
1,0,15,1,31,16.03,37.74,H
2,0,15,18,14,18.03,37.74,H
3,1,31,20,32,19.03,37.74,H
0,0,0,0,7,7,19.85,H
1,0,7,0,15,8,19.85,H
2,0,7,10,6,10.05,19.85,H
3,0,15,13,14,13.04,19.85,H
0,0,0,0,22,22,47.42,H
1,0,22,0,35,13,47.42,H
2,0,22,32,22,32,47.42,H
3,0,35,11,33,11.18,47.42,H
0,0,0,0,15,15,48.01,H
1,0,15,1,39,24.02,48.01,H
2,0,15,28,14,28.02,48.01,H
3,1,39,18,38,17.03,48.01,H
0,0,0,0,7,7,16.16,H
1,0,7,0,13,6,16.16,H
2,0,7,6,5,6.32,16.16,H
3,0,13,6,15,6.32,16.16,H
0,0,0,0,7,7,30.41,H
1,0,7,1,26,19.03,30.41,H
2,0,7,14,7,14,30.41,H
3,1,26,12,27,11.05,30.41,H
0,0,0,0,9,9,37.44,H
1,0,9,1,31,22.02,37.44,H
2,0,9,9,7,9.22,37.44,H
3,1,31,21,31,20,37.44,H
0,0,0,0,9,9,41.11,H
1,0,9,2,31,22.09,41.11,H
2,0,9,27,8,27.02,41.11,H
3,2,31,24,30,22.02,41.11,H
0,0,0,0,8,8,34.83,H
1,0,8,1,25,17.03,34.83,H
2,0,8,9,8,9,34.83,H
3,1,25,22,27,21.1,34.83,H
0,0,0,0,20,20,50.21,H
1,0,20,2,35,15.13,50.21,H
2,0,20,22,20,22,50.21,H
3,2,35,36,34,34.01,50.21,H
0,0,0,0,14,14,42.72,H
1,0,14,0,36,22,42.72,H
2,0,14,12,14,12,42.72,H
3,0,36,23,36,23,42.72,H
0,0,0,0,24,24,45.28,H
1,0,24,2,33,9.22,45.28,H
2,0,24,31,23,31.02,45.28,H
3,2,33,28,32,26.02,45.28,H
0,0,0,0,10,10,30.46,H
1,0,10,1,28,18.03,30.46,H
2,0,10,8,10,8,30.46,H
3,1,28,12,28,11,30.46,H
0,0,0,0,6,6,24.76,H
1,0,6,1,18,12.04,24.76,H
2,0,6,6,4,6.32,24.76,H
3,1,18,17,18,16,24.76,H
0,0,0,0,21,21,48.51,H
1,0,21,2,46,25.08,48.51,H
2,0,21,11,22,11.05,48.51,H
3,2,46,12,47,10.05,48.51,H
0,0,0,0,18,18,50.99,H
1,0,18,0,37,19,50.99,H
2,0,18,7,20,7.28,50.99,H
3,0,37,34,38,34.01,50.99,H
0,0,0,0,7,7,27.2,H
1,0,7,2,26,19.1,27.2,H
2,0,7,7,7,7,27.2,H
3,2,26,8,26,6,27.2,H
0,0,0,0,9,9,17.89,H
1,0,9,1,16,7.07,17.89,H
2,0,9,6,11,6.32,17.89,H
3,1,16,8,14,7.28,17.89,H
0,0,0,0,18,18,45.45,H
1,0,18,0,34,16,45.45,H
2,0,18,9,19,9.06,45.45,H
3,0,34,29,35,29.02,45.45,H
0,0,0,0,25,25,45.65,H
1,0,25,0,40,15,45.65,H
2,0,25,22,24,22.02,45.65,H
3,0,40,8,39,8.06,45.65,H
0,0,0,0,20,20,35.47,H
1,0,20,2,27,7.28,35.47,H
2,0,20,9,21,9.06,35.47,H
3,2,27,23,25,21.1,35.47,H
0,0,0,0,15,15,26,H
1,0,15,2,22,7.28,26,H
2,0,15,10,13,10.2,26,H
3,2,22,10,24,8.25,26,H
0,0,0,0,6,6,20.12,H
1,0,6,0,18,12,20.12,H
2,0,6,7,6,7,20.12,H
3,0,18,9,16,9.22,20.12,H
0,15,0,1,8,16.12,33.54,L
1,1,8,0,15,7.07,33.54,L
2,0,15,1,23,8.06,33.54,L
3,1,23,15,30,15.65,33.54,L
4,15,0,14,11,11.05,33.54,L
5,15,11,11,11,4,33.54,L
0,10,0,1,5,10.3,23.85,L
1,1,5,0,10,5.1,23.85,L
2,0,10,1,15,5.1,23.85,L
3,1,15,10,20,10.3,23.85,L
4,10,0,11,9,9.06,23.85,L
5,13,9,8,9,5,23.85,L
0,7,0,3,2,4.47,14.42,L
1,3,2,0,4,3.61,14.42,L
2,0,4,0,8,4,14.42,L
3,0,8,3,10,3.61,14.42,L
4,3,10,7,12,4.47,14.42,L
5,7,0,6,6,6.08,14.42,L
6,8,6,2,6,6,14.42,L
0,7,0,0,4,8.06,15.65,L
1,0,4,0,7,3,15.65,L
2,0,7,0,11,4,15.65,L
3,0,11,7,14,7.62,15.65,L
4,7,0,6,11,11.05,15.65,L
5,7,11,4,11,3,15.65,L
0,12,0,2,4,10.77,27.29,L
1,2,4,0,8,4.47,27.29,L
2,0,8,0,16,8,27.29,L
3,0,16,2,20,4.47,27.29,L
4,2,20,12,24,10.77,27.29,L
5,12,0,13,11,11.05,27.29,L
6,13,11,9,11,4,27.29,L
0,13,0,0,5,13.93,19.8,L
1,0,5,0,10,5,19.8,L
2,0,10,13,14,13.6,19.8,L
3,13,0,12,7,7.07,19.8,L
4,14,7,9,7,5,19.8,L
0,12,0,0,9,15,31.3,L
1,0,9,0,18,9,31.3,L
2,0,18,12,28,15.62,31.3,L
3,12,0,13,6,6.08,31.3,L
4,14,6,10,6,4,31.3,L
0,37,0,0,15,39.92,58.8,L
1,0,15,0,30,15,58.8,L
2,0,30,37,44,39.56,58.8,L
3,37,0,39,10,10.2,58.8,L
4,39,10,34,10,5,58.8,L
0,38,0,14,12,26.83,59.67,L
1,14,12,0,23,17.8,59.67,L
2,0,23,14,35,18.44,59.67,L
3,14,35,38,46,26.4,59.67,L
4,38,0,38,9,9,59.67,L
5,38,9,34,9,4,59.67,L
0,26,0,10,9,18.36,45.61,L
1,10,9,0,18,13.45,45.61,L
2,0,18,10,27,13.45,45.61,L
3,10,27,26,36,18.36,45.61,L
4,26,0,26,11,11,45.61,L
5,28,11,21,11,7,45.61,L
0,29,0,0,14,32.2,51.61,L
1,0,14,0,28,14,51.61,L
2,0,28,29,42,32.2,51.61,L
3,29,0,29,7,7,51.61,L
4,30,7,24,7,6,51.61,L
0,17,0,13,3,5,26.91,L
1,13,3,0,6,13.34,26.91,L
2,0,6,0,12,6,26.91,L
3,0,12,13,15,13.34,26.91,L
4,13,15,17,18,5,26.91,L
5,17,0,19,8,8.25,26.91,L
6,20,8,14,8,6,26.91,L
0,17,0,0,13,21.4,43.86,L
1,0,13,0,26,13,43.86,L
2,0,26,17,40,22.02,43.86,L
3,17,0,16,8,8.06,43.86,L
4,18,8,13,8,5,43.86,L
0,11,0,1,4,10.77,24.6,L
1,1,4,0,8,4.12,24.6,L
2,0,8,0,15,7,24.6,L
3,0,15,1,19,4.12,24.6,L
4,1,19,11,22,10.44,24.6,L
5,11,0,11,6,6,24.6,L
6,11,6,8,6,3,24.6,L
0,46,0,34,8,14.42,69.31,L
1,34,8,0,16,34.93,69.31,L
2,0,16,0,33,17,69.31,L
3,0,33,34,41,34.93,69.31,L
4,34,41,46,50,15,69.31,L
5,46,0,44,9,9.22,69.31,L
6,48,9,42,9,6,69.31,L
0,25,0,13,7,13.89,38.9,L
1,13,7,0,14,14.76,38.9,L
2,0,14,13,21,14.76,38.9,L
3,13,21,25,28,13.89,38.9,L
4,25,0,25,7,7,38.9,L
5,27,7,21,7,6,38.9,L
0,21,0,2,8,20.62,38.83,L
1,2,8,0,16,8.25,38.83,L
2,0,16,2,24,8.25,38.83,L
3,2,24,21,32,20.62,38.83,L
4,21,0,21,11,11,38.83,L
5,22,11,18,11,4,38.83,L
0,8,0,1,3,7.62,18.36,L
1,1,3,0,6,3.16,18.36,L
2,0,6,0,11,5,18.36,L
3,0,11,1,14,3.16,18.36,L
4,1,14,8,16,7.28,18.36,L
5,8,0,7,10,10.05,18.36,L
6,9,10,4,10,5,18.36,L
0,7,0,0,5,8.6,17.46,L
1,0,5,0,10,5,17.46,L
2,0,10,7,16,9.22,17.46,L
3,7,0,6,10,10.05,17.46,L
4,7,10,3,10,4,17.46,L
0,28,0,18,5,11.18,43.19,L
1,18,5,0,10,18.68,43.19,L
2,0,10,0,21,11,43.19,L
3,0,21,18,26,18.68,43.19,L
4,18,26,28,32,11.66,43.19,L
5,28,0,28,10,10,43.19,L
6,29,10,25,10,4,43.19,L
0,17,0,0,14,22.02,46.1,L
1,0,14,0,28,14,46.1,L
2,0,28,17,42,22.02,46.1,L
3,17,0,17,10,10,46.1,L
4,19,10,14,10,5,46.1,L
0,14,0,0,11,17.8,37.16,L
1,0,11,0,22,11,37.16,L
2,0,22,14,34,18.44,37.16,L
3,14,0,12,8,8.25,37.16,L
4,15,8,9,8,6,37.16,L
0,22,0,10,7,13.89,51.11,L
1,10,7,0,14,12.21,51.11,L
2,0,14,0,29,15,51.11,L
3,0,29,10,36,12.21,51.11,L
4,10,36,22,44,14.42,51.11,L
5,22,0,24,7,7.28,51.11,L
6,26,7,20,7,6,51.11,L
0,7,0,0,5,8.6,16.12,L
1,0,5,0,10,5,16.12,L
2,0,10,7,14,8.06,16.12,L
3,7,0,8,9,9.06,16.12,L
4,8,9,5,9,3,16.12,L
0,23,0,2,12,24.19,51.88,L
1,2,12,0,23,11.18,51.88,L
2,0,23,2,35,12.17,51.88,L
3,2,35,23,46,23.71,51.88,L
4,23,0,24,10,10.05,51.88,L
5,24,10,19,10,5,51.88,L
0,17,0,4,6,14.32,38.47,L
1,4,6,0,12,7.21,38.47,L
2,0,12,0,23,11,38.47,L
3,0,23,4,29,7.21,38.47,L
4,4,29,17,34,13.93,38.47,L
5,17,0,15,8,8.25,38.47,L
6,18,8,13,8,5,38.47,L
0,13,0,7,4,7.21,29.07,L
1,7,4,0,8,8.06,29.07,L
2,0,8,0,17,9,29.07,L
3,0,17,7,21,8.06,29.07,L
4,7,21,13,26,7.81,29.07,L
5,13,0,12,7,7.07,29.07,L
6,13,7,10,7,3,29.07,L
0,13,0,7,4,7.21,27.29,L
1,7,4,0,8,8.06,27.29,L
2,0,8,0,16,8,27.29,L
3,0,16,7,20,8.06,27.29,L
4,7,20,13,24,7.21,27.29,L
5,13,0,13,8,8,27.29,L
6,13,8,9,8,4,27.29,L
0,18,0,1,9,19.24,40.71,L
1,1,9,0,18,9.06,40.71,L
2,0,18,1,27,9.06,40.71,L
3,1,27,18,36,19.24,40.71,L
4,18,0,19,7,7.07,40.71,L
5,19,7,16,7,3,40.71,L
0,7,0,0,5,8.6,17.2,L
1,0,5,0,10,5,17.2,L
2,0,10,7,14,8.06,17.2,L
3,7,0,8,6,6.08,17.2,L
4,10,6,4,6,6,17.2,L
0,14,0,7,5,8.6,31.3,L
1,7,5,0,10,8.6,31.3,L
2,0,10,0,19,9,31.3,L
3,0,19,7,24,8.6,31.3,L
4,7,24,14,28,8.06,31.3,L
5,14,0,14,11,11,31.3,L
6,14,11,10,11,4,31.3,L
0,8,0,0,5,9.43,16.12,L
1,0,5,0,10,5,16.12,L
2,0,10,8,14,8.94,16.12,L
3,8,0,8,9,9,16.12,L
4,8,9,4,9,4,16.12,L
0,17,0,3,5,14.87,32.76,L
1,3,5,0,10,5.83,32.76,L
2,0,10,0,19,9,32.76,L
3,0,19,3,24,5.83,32.76,L
4,3,24,17,28,14.56,32.76,L
5,17,0,16,10,10.05,32.76,L
6,17,10,14,10,3,32.76,L
0,19,0,0,12,22.47,41.18,L
1,0,12,0,24,12,41.18,L
2,0,24,19,36,22.47,41.18,L
3,19,0,19,7,7,41.18,L
4,20,7,14,7,6,41.18,L
0,7,0,3,2,4.47,16.64,L
1,3,2,0,4,3.61,16.64,L
2,0,4,0,9,5,16.64,L
3,0,9,3,11,3.61,16.64,L
4,3,11,7,14,5,16.64,L
5,7,0,7,10,10,16.64,L
6,9,10,3,10,6,16.64,L
0,10,0,4,2,6.32,16.97,L
1,4,2,0,4,4.47,16.97,L
2,0,4,0,8,4,16.97,L
3,0,8,4,10,4.47,16.97,L
4,4,10,10,12,6.32,16.97,L
5,10,0,10,8,8,16.97,L
6,12,8,6,8,6,16.97,L
0,20,0,8,5,13,36.62,L
1,8,5,0,10,9.43,36.62,L
2,0,10,0,20,10,36.62,L
3,0,20,8,25,9.43,36.62,L
4,8,25,20,30,13,36.62,L
5,20,0,20,6,6,36.62,L
6,21,6,17,6,4,36.62,L
0,5,0,0,4,6.4,13.89,L
1,0,4,0,8,4,13.89,L
2,0,8,5,12,6.4,13.89,L
3,5,0,4,8,8.06,13.89,L
4,7,8,2,8,5,13.89,L
0,20,0,10,6,11.66,34.71,L
1,10,6,0,13,12.21,34.71,L
2,0,13,10,19,11.66,34.71,L
3,10,19,20,26,12.21,34.71,L
4,20,0,21,6,6.08,34.71,L
5,23,6,18,6,5,34.71,L
0,25,0,4,12,24.19,56.36,L
1,4,12,0,25,13.6,56.36,L
2,0,25,4,37,12.65,56.36,L
3,4,37,25,50,24.7,56.36,L
4,25,0,24,6,6.08,56.36,L
5,26,6,20,6,6,56.36,L
0,16,0,2,5,14.87,36.24,L
1,2,5,0,10,5.39,36.24,L
2,0,10,0,21,11,36.24,L
3,0,21,2,26,5.39,36.24,L
4,2,26,16,32,15.23,36.24,L
5,16,0,14,10,10.2,36.24,L
6,17,10,11,10,6,36.24,L
0,21,0,9,7,13.89,36.24,L
1,9,7,0,14,11.4,36.24,L
2,0,14,9,21,11.4,36.24,L
3,9,21,21,28,13.89,36.24,L
4,21,0,22,10,10.05,36.24,L
5,23,10,18,10,5,36.24,L
0,15,0,0,5,15.81,24.84,L
1,0,5,0,10,5,24.84,L
2,0,10,15,16,16.16,24.84,L
3,15,0,17,11,11.18,24.84,L
4,19,11,13,11,6,24.84,L
0,35,0,14,12,24.19,62.2,L
1,14,12,0,25,19.1,62.2,L
2,0,25,14,37,18.44,62.2,L
3,14,37,35,50,24.7,62.2,L
4,35,0,33,8,8.25,62.2,L
5,37,8,31,8,6,62.2,L
0,30,0,0,15,33.54,53.25,L
1,0,15,0,30,15,53.25,L
2,0,30,30,44,33.11,53.25,L
3,30,0,30,10,10,53.25,L
4,30,10,27,10,3,53.25,L
0,11,0,7,3,5,20,L
1,7,3,0,6,7.62,20,L
2,0,6,0,11,5,20,L
3,0,11,7,14,7.62,20,L
4,7,14,11,16,4.47,20,L
5,11,0,12,9,9.06,20,L
6,12,9,7,9,5,20,L
0,12,0,6,4,7.21,27.78,L
1,6,4,0,8,7.21,27.78,L
2,0,8,0,16,8,27.78,L
3,0,16,6,20,7.21,27.78,L
4,6,20,12,24,7.21,27.78,L
5,12,0,14,10,10.2,27.78,L
6,14,10,9,10,5,27.78,L
0,6,0,2,2,4.47,15.62,L
1,2,2,0,4,2.83,15.62,L
2,0,4,0,8,4,15.62,L
3,0,8,2,10,2.83,15.62,L
4,2,10,6,12,4.47,15.62,L
5,6,0,8,9,9.22,15.62,L
6,10,9,3,9,7,15.62,L
0,17,0,0,13,21.4,42.49,L
1,0,13,0,26,13,42.49,L
2,0,26,17,38,20.81,42.49,L
3,17,0,18,9,9.06,42.49,L
4,19,9,13,9,6,42.49,L
0,32,0,11,12,24.19,56.61,L
1,11,12,0,23,15.56,56.61,L
2,0,23,11,35,16.28,56.61,L
3,11,35,32,46,23.71,56.61,L
4,32,0,30,9,9.22,56.61,L
5,33,9,29,9,4,56.61,L
0,29,0,4,11,27.31,53.25,L
1,4,11,0,22,11.7,53.25,L
2,0,22,4,33,11.7,53.25,L
3,4,33,29,44,27.31,53.25,L
4,29,0,29,7,7,53.25,L
5,30,7,26,7,4,53.25,L
0,32,0,24,6,10,46.69,L
1,24,6,0,12,24.74,46.69,L
2,0,12,0,23,11,46.69,L
3,0,23,24,29,24.74,46.69,L
4,24,29,32,34,9.43,46.69,L
5,32,0,32,9,9,46.69,L
6,32,9,29,9,3,46.69,L
0,20,0,0,9,21.93,34.06,L
1,0,9,0,18,9,34.06,L
2,0,18,20,26,21.54,34.06,L
3,20,0,20,9,9,34.06,L
4,22,9,15,9,7,34.06,L
0,5,0,0,4,6.4,13.89,L
1,0,4,0,8,4,13.89,L
2,0,8,5,12,6.4,13.89,L
3,5,0,5,11,11,13.89,L
4,7,11,0,11,7,13.89,L
0,15,0,0,5,15.81,24.84,L
1,0,5,0,10,5,24.84,L
2,0,10,15,16,16.16,24.84,L
3,15,0,17,7,7.28,24.84,L
4,19,7,12,7,7,24.84,L
0,33,0,8,8,26.25,59.91,L
1,8,8,0,16,11.31,59.91,L
2,0,16,0,33,17,59.91,L
3,0,33,8,41,11.31,59.91,L
4,8,41,33,50,26.57,59.91,L
5,33,0,32,6,6.08,59.91,L
6,33,6,28,6,5,59.91,L
0,21,0,11,7,12.21,47.41,L
1,11,7,0,14,13.04,47.41,L
2,0,14,0,28,14,47.41,L
3,0,28,11,35,13.04,47.41,L
4,11,35,21,42,12.21,47.41,L
5,21,0,21,6,6,47.41,L
6,22,6,17,6,5,47.41,L
0,8,0,2,3,6.71,17.89,L
1,2,3,0,6,3.61,17.89,L
2,0,6,0,11,5,17.89,L
3,0,11,2,14,3.61,17.89,L
4,2,14,8,16,6.32,17.89,L
5,8,0,8,6,6,17.89,L
6,8,6,5,6,3,17.89,L
0,37,0,0,13,39.22,55.17,L
1,0,13,0,26,13,55.17,L
2,0,26,37,40,39.56,55.17,L
3,37,0,36,6,6.08,55.17,L
4,38,6,32,6,6,55.17,L
0,17,0,0,13,21.4,42.49,L
1,0,13,0,26,13,42.49,L
2,0,26,17,38,20.81,42.49,L
3,17,0,15,7,7.28,42.49,L
4,19,7,14,7,5,42.49,L
0,29,0,0,13,31.78,50,L
1,0,13,0,26,13,50,L
2,0,26,29,40,32.2,50,L
3,29,0,28,8,8.06,50,L
4,30,8,25,8,5,50,L
0,17,0,0,8,18.79,30.61,L
1,0,8,0,16,8,30.61,L
2,0,16,17,24,18.79,30.61,L
3,17,0,17,8,8,30.61,L
4,19,8,12,8,7,30.61,L
0,11,0,0,5,12.08,17.8,L
1,0,5,0,10,5,17.8,L
2,0,10,11,14,11.7,17.8,L
3,11,0,9,8,8.25,17.8,L
4,11,8,7,8,4,17.8,L
0,11,0,1,6,11.66,25.06,L
1,1,6,0,11,5.1,25.06,L
2,0,11,1,17,6.08,25.06,L
3,1,17,11,22,11.18,25.06,L
4,11,0,11,6,6,25.06,L
5,12,6,8,6,4,25.06,L
0,11,0,1,6,11.66,25.55,L
1,1,6,0,11,5.1,25.55,L
2,0,11,1,17,6.08,25.55,L
